"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00205816","1952","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    117.5","","     117.5","0","       151","0","        77","0","         5","0","      131","","        32","0","         6","0","       182","0","        77","0","        93","0","         0","0","        37"," ","         6"," ","  -21.7","0,0129, ","   533"," ,0,0323, ","   147"," ,0,0413, ","  44.7"," ,0,0806, ","   30.6","0,0913,+","-3.9","0,1003","-3.9","0,1003","-4.4","0,1018","-7.8","0,1108","-11.7","0,1128","0.0","0,0517","-2.8","0,0503","-6.1","0,0412","-11.1","0,0411","-11.1","0,0411","    4964.0","0","    4964.0","0","    822.5"," ,0","     2247"," ,0","      5.82","0","     10.98","0","      0.66","0"
"USC00205816","1953","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","","","","","       149","0","        74","0","         3","0","","","        37","0","","","","","","","","","","","        74"," ","        21"," ","","","","","   147"," ,0,0211, ","  33.5"," ,0,0410, ","","","","","","","","","","","","","","","","","","","","","","","    4602.8","8","    4602.8","0","    717.7"," ,0","     2537"," ,0","","","","","",""
"USC00205816","1954","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     78.7","","      78.7","0","","","","","","","","","","","        13","0","       178","0","        84","0","        81","0","         1","0","        66"," ","        17"," ","  -21.7","0,0117,+","","","","","","","   32.8","0,0726, ","-2.2","0,1006","-2.2","0,1006","-5.6","0,1019","-6.7","0,1201","-9.4","0,1203","-3.9","0,0526","-3.9","0,0526","-7.2","0,0507","-7.2","0,0507","-15.6","0,0404","","","","","","","","","      5.00","0","      9.99","0","      0.01","0"
"USC00205816","1955","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    255.3","","     255.3","0","       150","0","        68","0","         2","0","","","        26","0","        14","0","       167","0","       106","0","       104","0","        12","0","        41"," ","        16"," ","  -24.4","0,0203, ","","","   168"," ,0,0322, ","  34.5"," ,0,0606, ","   36.7","0,0819, ","-1.7","0,0926","-3.3","0,1001","-5.6","0,1106","-9.4","0,1116","-9.4","0,1116","-0.6","0,0520","-2.2","0,0517","-4.4","0,0407","-10.0","0,0329","-10.0","0,0329","    4676.4","4","    4676.4","0","    698.4"," ,0","     1865"," ,0","      5.92","0","     11.20","0","      0.64","0"
"USC00205816","1956","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     43.6","","      43.6","0","       144","0","        69","0","         3","0","","","        27","0","         7","0","       198","0","        98","0","        75","0","         1","0","        50"," ","        12"," ","  -22.2","0,0121, ","","","   191"," ,0,1121, ","  30.5"," ,0,0526, ","   35.6","0,0612, ","-0.6","0,0909","-2.8","0,1010","-6.1","0,1109","-8.3","0,1110","-14.4","0,1122","-1.1","0,0602","-3.9","0,0524","-5.6","0,0508","-7.2","0,0429","-11.1","0,0331","    5065.9","9","    5065.9","0","    675.0"," ,0","     1880"," ,0","      4.58","0","      9.78","0","     -0.61","0"
"USC00205816","1957","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     80.8","","      80.8","0","       153","0","        76","0","         9","0","      138","","        28","0","        24","0","       174","0","        90","0","        85","0","         2","0","        41"," ","        13"," ","  -27.8","0,0113, ","   635"," ,0,0221,+","   114"," ,0,0405, ","  44.7"," ,0,0515, ","   33.9","0,0728, ","-1.7","0,0926","-2.2","0,0927","-7.2","0,1109","-7.2","0,1109","-8.9","0,1122","-0.6","0,0602","-2.2","0,0516","-4.4","0,0503","-10.0","0,0415","-10.0","0,0415","    5060.1","1","    5060.1","0","    895.3"," ,0","     2036"," ,0","      4.65","0","     10.08","0","     -0.78","0"
"USC00205816","1958","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     56.5","","      56.5","0","       160","0","        78","0","         4","0","      122","","        31","0","        29","0","       188","0","        80","0","        68","0","         0","0","        36"," ","        15"," ","  -27.8","0,0212,+","   584"," ,0,0211,+","   152"," ,0,0119, ","  28.7"," ,0,0824, ","   30.6","0,0802, ","-0.6","0,0911","-2.2","0,1012","-4.4","0,1101","-7.2","0,1124","-8.9","0,1126","-1.7","0,0609","-2.2","0,0606","-6.1","0,0505","-6.7","0,0502","-10.0","0,0409","    4946.5","5","    4946.5","0","    788.6"," ,0","     2435"," ,0","      4.58","0","     10.08","0","     -0.92","0"
"USC00205816","1959","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    162.6","","     162.6","0","       144","0","        78","0","         8","0","","","        26","0","        33","0","       198","0","        98","0","        98","0","         0","0","        42"," ","        14"," ","  -28.3","0,0220,+","","","   127"," ,0,1025, ","  47.5"," ,0,1024, ","   31.7","0,0811,+","-0.6","0,0916","-2.2","0,1018","-4.4","0,1020","-11.1","0,1106","-11.1","0,1106","-2.2","0,0517","-2.2","0,0517","-4.4","0,0501","-6.7","0,0421","-9.4","0,0410","    5184.1","1","    5184.1","0","    888.0"," ,0","     1576"," ,0","      4.59","0","      9.84","0","     -0.67","0"
"USC00205816","1960","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     87.7","","      87.7","0","       175","0","        90","0","         6","0","","","","","        13","0","       171","0","        98","0","        96","0","         0","0","        40"," ","        20"," ","  -23.3","0,1224, ","","","","","  63.2"," ,0,0506, ","   30.6","0,0907,+","-1.1","0,0930","-2.8","0,1023","-6.7","0,1025","-6.7","0,1025","-10.0","0,1207","0.0","0,0511","-3.3","0,0501","-6.7","0,0419","-6.7","0,0419","-12.8","0,0326","    4981.0","0","    4981.0","0","    986.9"," ,0","","","      5.15","0","     10.25","0","      0.06","0"
"USC00205816","1961","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    107.4","","     107.4","0","       142","0","        61","0","         5","0","      120","","        22","0","        20","0","       181","0","        79","0","        97","0","         0","0","        46"," ","        20"," ","  -26.7","0,0202, ","   356"," ,0,1231,+","   305"," ,0,1212, ","  71.6"," ,0,0622, ","   31.1","0,0629, ","-1.7","0,0928","-2.2","0,0929","-4.4","0,1108","-6.7","0,1109","-10.0","0,1119","0.0","0,0615","-5.0","0,0517","-5.0","0,0517","-10.0","0,0408","-10.0","0,0408","    4902.5","5","    4902.5","0","    701.0"," ,0","     2189"," ,0","      5.32","0","     10.52","0","      0.13","0"
"USC00205816","1962","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     56.3","","      56.3","0","       153","0","        74","0","         3","0","      127","","        35","0","        35","0","       175","0","        84","0","        90","0","         1","0","        48"," ","        19"," ","  -28.3","0,0201, ","   914"," ,0,0228,+","   185"," ,0,0213, ","  34.3"," ,0,0529, ","   32.2","0,0707, ","0.0","0,0926","-2.2","0,1021","-5.0","0,1024","-6.7","0,1105","-10.0","0,1208","-1.7","0,0509","-2.8","0,0420","-4.4","0,0417","-6.7","0,0412","-10.0","0,0403","    4897.2","2","    4897.2","0","    712.6"," ,0","     2707"," ,0","      4.62","0","      9.94","0","     -0.70","0"
"USC00205816","1963","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    113.9","","     113.9","0","       137","0","        67","0","         5","0","      127","","        29","0","        48","0","       180","0","       101","0","        89","0","         2","0","        24"," ","        12"," ","  -29.4","0,0115, ","   711"," ,0,0321,+","   152"," ,0,0319, ","  41.7"," ,0,1122, ","   33.3","0,0701, ","-1.7","0,0913","-4.4","0,1029","-4.4","0,1029","-7.8","0,1123","-9.4","0,1124","-4.4","0,0523","-4.4","0,0523","-4.4","0,0523","-6.7","0,0416","-10.0","0,0405","    5261.9","9","    5261.9","0","    728.1"," ,0","     1999"," ,0","      4.28","0","     10.00","0","     -1.45","0"
"USC00205816","1964","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     97.4","","      97.4","0","       162","0","        80","0","         3","0","      137","","        49","0","        15","0","       184","0","        87","0","        87","0","         2","0","","","        21"," ","  -23.3","0,1206, ","   508"," ,0,0225, ","   203"," ,0,1223, ","  60.2"," ,0,0508, ","   33.9","0,0629, ","0.0","0,0912","-3.3","0,0928","-5.0","0,1006","-8.9","0,1119","-8.9","0,1119","0.0","0,0616","-2.2","0,0604","-7.8","0,0409","-7.8","0,0409","-14.4","0,0404","    4771.4","4","    4771.4","0","    814.0"," ,0","     3050"," ,0","      5.16","0","     10.64","0","     -0.32","0"
"USC00205816","1965","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     31.5","","      31.5","0","       181","0","       102","0","         0","0","      157","","        54","0","        24","0","       196","0","        80","0","        70","0","         0","0","","","        25"," ","  -29.4","0,0114, ","   686"," ,0,0221,+","   152"," ,0,0205, ","  23.6"," ,0,1112, ","   30.6","0,0814, ","-1.1","0,0925","-5.0","0,0927","-5.0","0,0927","-6.7","0,1005","-8.9","0,1118","-1.1","0,0531","-2.8","0,0520","-6.1","0,0425","-9.4","0,0403","-9.4","0,0403","    5185.6","6","    5185.6","0","    879.9"," ,0","     3170"," ,0","      4.10","0","      9.37","0","     -1.18","0"
"USC00205816","1966","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    121.5","","     121.5","0","       186","0","        67","0","         5","0","      138","","        29","0","        16","0","       195","0","        88","0","        89","0","         6","0","","","        14"," ","  -26.1","0,0218, ","   381"," ,0,1230,+","   381"," ,0,1128, ","  48.0"," ,0,1127, ","   35.6","0,0702, ","0.0","0,0925","-3.9","0,1020","-6.7","0,1030","-6.7","0,1030","-9.4","0,1112","-2.2","0,0531","-2.2","0,0531","-4.4","0,0510","-7.2","0,0509","-8.9","0,0507","    5070.1","1","    5070.1","0","    737.4"," ,0","     2383"," ,0","      4.74","0","      9.95","0","     -0.47","0"
"USC00205816","1967","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     53.6","","      53.6","0","       167","0","        80","0","         5","0","","","","","        30","0","       198","0","        96","0","        92","0","         0","0","","","        19"," ","  -29.4","0,0207, ","","","","","  47.5"," ,0,0107, ","   29.4","0,0602, ","-3.9","0,1006","-3.9","0,1006","-7.2","0,1105","-7.2","0,1105","-10.0","0,1114","-5.0","0,0522","-5.0","0,0522","-5.0","0,0522","-7.8","0,0425","-9.4","0,0411","    5127.8","8","    5127.8","0","    777.1"," ,0","","","      4.19","0","      9.61","0","     -1.24","0"
"USC00205816","1968","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     94.8","","      94.8","0","       173","0","        92","0","         4","0","","","","","        26","0","       175","0","        85","0","        88","0","         0","0","","","        14"," ","  -28.9","0,0108, ","","","","","  51.8"," ,0,0822, ","   31.7","0,0716, ","-0.6","0,0929","-3.9","0,1025","-7.8","0,1110","-7.8","0,1110","-10.0","0,1129","-0.6","0,0522","-2.8","0,0510","-12.8","0,0405","-12.8","0,0405","-12.8","0,0405","    5115.7","7","    5115.7","0","    899.3"," ,0","","","      5.06","0","     10.26","0","     -0.14","0"
"USC00205816","1969","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    125.2","","     125.2","0","       146","0","        74","0","         3","0","","","","","         5","0","       184","0","        93","0","        80","0","         1","0","","","        12"," ","  -25.6","0,0101, ","","","","","  57.9"," ,0,0626, ","   32.2","0,0823, ","0.0","0,1014","-2.8","0,1021","-7.8","0,1022","-7.8","0,1022","-8.9","0,1114","-5.0","0,0526","-5.0","0,0526","-5.0","0,0526","-7.8","0,0406","-16.1","0,0331","    4903.5","5","    4903.5","0","    746.8"," ,0","","","      5.06","0","     10.10","0","      0.01","0"
"USC00205816","1970","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    109.8","","     109.8","0","       141","0","        74","0","         7","0","","","","","        18","0","       180","0","        94","0","        96","0","         1","0","","","        19"," ","  -26.1","0,0204, ","","","","","  91.2"," ,0,0531, ","   32.8","0,0629, ","-0.6","0,0928","-3.3","0,1011","-4.4","0,1108","-7.2","0,1122","-9.4","0,1124","-0.6","0,0520","-5.0","0,0506","-5.0","0,0506","-6.7","0,0420","-12.2","0,0411","    5096.8","8","    5096.8","0","    941.3"," ,0","","","      4.64","0","     10.11","0","     -0.83","0"
"USC00205816","1971","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     59.4","","      59.4","0","       158","0","        86","0","         2","0","","","        56","0","        15","0","       178","0","        90","0","        84","0","         0","0","","","        13"," ","  -25.0","0,0202,+","","","   267"," ,0,0104, ","  37.3"," ,0,0524, ","   30.6","0,0807, ","-2.8","0,1101","-2.8","0,1101","-6.7","0,1106","-6.7","0,1106","-8.9","0,1107","0.0","0,0528","-2.8","0,0504","-8.3","0,0415","-8.3","0,0415","-12.8","0,0405","    5050.6","6","    5050.6","0","    864.7"," ,0","     4048"," ,0","      4.82","0","     10.06","0","     -0.43","0"
"USC00205816","1972","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     49.3","","      49.3","0","","","","","","","","","        53","0","        33","0","       205","0","       110","0","        79","0","         0","0","","","        11"," ","  -28.3","0,0115, ","","","   318"," ,0,1216, ","","","   30.6","0,0520, ","-2.8","0,0916","-2.8","0,0916","-6.7","0,1015","-6.7","0,1015","-8.9","0,1116","-1.1","0,0617","-3.9","0,0531","-7.8","0,0425","-7.8","0,0425","-12.8","0,0409","    5116.9","9","    5116.9","0","","","     4638"," ,0","      3.45","0","      8.99","0","     -2.09","0"
"USC00205816","1973","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    121.1","","     121.1","0","       146","0","        89","0","         4","0","      111","","        22","0","        18","0","       177","0","        72","0","        89","0","         1","0","","","        17"," ","  -26.1","0,0216, ","   584"," ,0,0223, ","   191"," ,0,1109, ","  46.0"," ,0,0805, ","   33.3","0,0828, ","0.0","0,0914","-3.3","0,1019","-4.4","0,1104","-7.2","0,1105","-9.4","0,1108","-1.7","0,0530","-2.2","0,0518","-8.3","0,0413","-8.3","0,0413","-8.9","0,0411","    5023.3","3","    5023.3","0","    840.1"," ,0","     1726"," ,0","      5.71","0","     10.72","0","      0.70","0"
"USC00205816","1974","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     58.4","","      58.4","0","       134","0","        76","0","         6","0","      143","","        33","0","        32","0","       192","0","        96","0","        74","0","         0","0","","","        17"," ","  -27.2","0,0205,+","   660"," ,0,0225,+","   254"," ,0,0222, ","  43.7"," ,0,0531, ","   31.1","0,0708, ","-1.1","0,0903","-2.2","0,0922","-8.3","0,1018","-8.3","0,1018","-9.4","0,1125","-0.6","0,0603","-4.4","0,0508","-4.4","0,0508","-6.7","0,0419","-12.8","0,0408","    5091.5","5","    5091.5","0","    857.2"," ,0","     2229"," ,0","      4.21","0","      9.45","0","     -1.03","0"
"USC00205816","1975","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    151.8","","     151.8","0","       135","0","        70","0","         7","0","      144","","        31","0","        15","0","       177","0","        96","0","        90","0","         4","0","","","        16"," ","  -26.1","0,0122, ","   610"," ,0,0325, ","   241"," ,0,0324, ","  42.7"," ,0,0719, ","   35.0","0,0731,+","0.0","0,0913","-2.2","0,1018","-4.4","0,1029","-6.7","0,1123","-11.1","0,1124","0.0","0,0513","-5.0","0,0421","-5.0","0,0421","-7.8","0,0413","-9.4","0,0412","    4841.6","6","    4841.6","0","    862.5"," ,0","     2376"," ,0","      5.44","0","     10.86","0","      0.01","0"
"USC00205816","1976","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    132.4","","     132.4","0","       149","0","        78","0","         2","0","      156","","        57","0","        33","0","       196","0","       104","0","       103","0","         1","0","","","         9"," ","  -27.2","0,1229,+","   914"," ,0,0208, ","   229"," ,0,0312, ","  36.1"," ,0,0326, ","   32.2","0,0607, ","-1.7","0,0902","-2.2","0,1016","-5.6","0,1026","-8.3","0,1107","-10.0","0,1108","-1.1","0,0519","-3.3","0,0512","-6.1","0,0506","-7.2","0,0412","-12.2","0,0322","    4876.2","2","    4876.2","0","    690.6"," ,0","     3850"," ,0","      4.40","0","      9.81","0","     -1.01","0"
"USC00205816","1977","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     85.8","","      85.8","0","       163","0","       105","0","        10","0","      145","","        57","0","        27","0","       171","0","        95","0","        80","0","         1","0","","","         8"," ","  -27.2","0,0109, ","  1092"," ,0,0203, ","   234"," ,0,0131, ","  63.5"," ,0,0805, ","   33.9","0,0720, ","-1.7","0,1007","-2.8","0,1013","-7.8","0,1017","-7.8","0,1017","-10.0","0,1113","-0.6","0,0603","-2.8","0,0510","-4.4","0,0429","-7.8","0,0409","-16.1","0,0408","    5178.6","6","    5178.6","0","   1147.1"," ,0","     4600"," ,0","      5.08","0","     10.19","0","     -0.05","0"
"USC00205816","1978","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     84.4","","      84.4","0","       140","0","        80","0","         9","0","      155","","        42","0","        23","0","       180","0","       111","0","        81","0","         0","0","","","        27"," ","  -22.8","0,0206, ","  1067"," ,0,0205,+","   533"," ,0,0126, ","  39.4"," ,0,0719, ","   31.7","0,0813, ","-4.4","0,1014","-4.4","0,1014","-4.4","0,1014","-8.3","0,1112","-9.4","0,1119","-5.0","0,0503","-5.0","0,0503","-5.0","0,0503","-6.7","0,0422","-11.7","0,0402","    5110.8","8","    5110.8","0","    980.8"," ,0","     3569"," ,0","      4.34","0","      9.47","0","     -0.79","0"
"USC00205816","1979","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     73.9","","      73.9","0","       155","0","        81","0","         9","0","      142","","        32","0","        36","0","       192","0","        87","0","        79","0","         0","0","","","        24"," ","  -31.7","0,0217, ","   965"," ,0,0215, ","   267"," ,0,0406, ","  59.2"," ,0,0725, ","   31.1","0,0715, ","-1.1","0,0919","-3.3","0,1009","-6.1","0,1108","-10.0","0,1109","-10.0","0,1109","-0.6","0,0522","-3.3","0,0516","-5.6","0,0411","-7.8","0,0410","-8.9","0,0409","    5323.6","6","    5323.6","0","   1011.3"," ,0","     3101"," ,0","      4.03","0","      9.03","0","     -0.97","0"
"USC00205816","1980","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     72.3","","      72.3","0","       156","0","        85","0","         3","0","","","        33","0","        33","0","       192","0","        96","0","        89","0","         0","0","","","        19"," ","  -26.1","0,0229, ","","","   254"," ,0,0106, ","  44.2"," ,0,0613, ","   31.7","0,0710,+","-1.1","0,0928","-3.9","0,1009","-4.4","0,1107","-8.9","0,1108","-8.9","0,1108","0.0","0,0616","-2.2","0,0425","-8.3","0,0416","-8.3","0,0416","-14.4","0,0315","    4995.8","8","    4995.8","0","    720.8"," ,0","     2661"," ,0","      4.41","0","      9.60","0","     -0.78","0"
"USC00205816","1981","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     77.0","","      77.0","0","       147","0","        84","0","         2","0","      125","","        44","0","        15","0","       191","0","        69","0","        88","0","         1","0","","","        12"," ","  -28.9","0,0104, ","   686"," ,0,0211, ","   185"," ,0,1231, ","  36.3"," ,0,0717, ","   32.8","0,0707, ","0.0","0,0921","-2.2","0,1002","-6.1","0,1023","-9.4","0,1024","-9.4","0,1024","-0.6","0,0531","-4.4","0,0510","-4.4","0,0510","-8.9","0,0421","-8.9","0,0421","    5012.7","7","    5012.7","0","    770.4"," ,0","     2598"," ,0","      5.14","0","     10.39","0","     -0.12","0"
"USC00205816","1982","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     49.1","","      49.1","0","","","","","","","      156","","        41","0","        32","0","       181","0","        92","0","        80","0","         0","0","        30"," ","        10"," ","  -28.9","0,0117,+","   914"," ,0,0111, ","   584"," ,0,0104, ","","","   28.3","0,0816, ","-1.1","0,0922","-3.3","0,1023","-7.2","0,1106","-7.2","0,1106","-12.2","0,1113","0.0","0,0605","-2.2","0,0603","-5.0","0,0428","-8.3","0,0421","-10.0","0,0408","    5198.5","5","    5198.5","0","","","     3300"," ,0","      4.31","0","      9.62","0","     -0.99","0"
"USC00205816","1983","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    224.7","","     224.7","0","       140","0","        78","0","         3","0","      124","","        36","0","        21","0","       200","0","        81","0","        96","0","         5","0","        30"," ","         8"," ","  -28.9","0,1220, ","   711"," ,0,1231,+","   267"," ,0,0319, ","  43.2"," ,0,0529, ","   36.1","0,0715, ","-0.6","0,0915","-3.9","0,1009","-4.4","0,1020","-10.0","0,1112","-10.0","0,1112","-1.1","0,0608","-2.2","0,0527","-5.0","0,0517","-8.9","0,0420","-8.9","0,0420","    4812.6","6","    4812.6","0","    784.7"," ,0","     2674"," ,0","      5.31","0","     10.49","0","      0.13","0"
"USC00205816","1984","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     62.4","","      62.4","0","       161","0","        79","0","         5","0","","","        32","0","        27","0","       187","0","        74","0","        80","0","         0","0","        53"," ","        14"," ","  -28.9","0,0121, ","","","   124"," ,0,0311, ","  57.9"," ,0,0626, ","   29.4","0,0815, ","-0.6","0,0926","-2.8","0,0927","-5.0","0,1029","-6.7","0,1031","-10.0","0,1113","-1.7","0,0530","-2.2","0,0516","-5.6","0,0402","-8.3","0,0401","-8.9","0,0324","    5038.8","8","    5038.8","0","    806.7"," ,0","     2037"," ,0","      5.07","0","     10.50","0","     -0.37","0"
"USC00205816","1985","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     49.5","","      49.5","0","       189","0","        89","0","         6","0","","","        54","0","        30","0","       178","0","       105","0","        83","0","         0","0","        39"," ","        20"," ","  -32.8","0,0202, ","","","   356"," ,0,1226, ","  31.8"," ,0,0826, ","   28.9","0,0714,+","-0.6","0,0925","-2.2","0,1006","-4.4","0,1028","-8.3","0,1110","-12.2","0,1111","-0.6","0,0613","-2.2","0,0502","-5.6","0,0417","-6.7","0,0412","-12.2","0,0409","    4983.9","9","    4983.9","0","    879.7"," ,0","     5005"," ,0","      4.09","0","      9.47","0","     -1.29","0"
"USC00205816","1986","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     75.0","","      75.0","0","       149","0","        59","0","         5","0","","","        27","0","        22","0","       181","0","        80","0","        86","0","         1","0","        53"," ","        10"," ","  -25.6","0,0127, ","","","   102"," ,0,1229, ","  35.6"," ,0,0805, ","   33.9","0,0529, ","-0.6","0,0907","-2.8","0,1005","-4.4","0,1010","-6.7","0,1104","-12.8","0,1111","0.0","0,0617","-2.2","0,0602","-7.2","0,0422","-7.2","0,0422","-11.1","0,0324","    4983.4","4","    4983.4","0","    597.4"," ,0","     1649"," ,0","      5.24","0","     10.54","0","     -0.06","0"
"USC00205816","1987","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    131.3","","     131.3","0","       141","0","        81","0","         3","0","","","        29","0","        13","0","       172","0","        55","0","        96","0","         0","0","        56"," ","        17"," ","  -25.0","0,0215, ","","","   229"," ,0,1215, ","  58.9"," ,0,0719, ","   30.6","0,0718,+","0.0","0,0903","-4.4","0,1011","-4.4","0,1011","-7.8","0,1110","-12.8","0,1120","-1.7","0,0524","-2.2","0,0503","-12.2","0,0404","-12.2","0,0404","-12.2","0,0404","    4524.2","2","    4524.2","0","    797.5"," ,0","     2235"," ,0","      6.42","0","     11.80","0","      1.04","0"
"USC00205816","1988","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    160.6","","     160.6","0","       173","0","        95","0","         5","0","","","        41","0","        36","0","       192","0","        90","0","        96","0","         7","0","        34"," ","        19"," ","  -22.8","0,0211,+","","","   254"," ,0,0312, ","  33.8"," ,0,0817, ","   36.1","0,0707, ","-1.1","0,1003","-2.2","0,1005","-4.4","0,1029","-6.7","0,1129","-10.6","0,1208","0.0","0,0609","-3.3","0,0525","-5.0","0,0514","-6.7","0,0422","-10.6","0,0328","    4988.3","3","    4988.3","0","    904.1"," ,0","     2950"," ,0","      4.73","0","     10.14","0","     -0.69","0"
"USC00205816","1989","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    104.6","","     104.6","0","       145","0","        70","0","         3","0","      142","","        46","0","        36","0","       195","0","       111","0","        95","0","         5","0","        32"," ","        12"," ","  -26.7","0,0104, ","   787"," ,0,0320,+","   279"," ,0,1116, ","  50.8"," ,0,0803, ","   33.3","0,0802, ","-3.9","0,0924","-3.9","0,0924","-4.4","0,0927","-6.7","0,1102","-10.6","0,1103","-1.7","0,0605","-2.8","0,0508","-6.1","0,0423","-8.3","0,0418","-15.6","0,0409","    5137.7","7","    5137.7","0","    601.1"," ,0","     3373"," ,0","      3.73","0","      9.18","0","     -1.72","0"
"USC00205816","1990","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     54.5","","      54.5","0","       146","0","        76","0","         6","0","","","        42","0","        16","0","       181","0","        77","0","        85","0","         0","0","        36"," ","        22"," ","  -24.4","0,1227,+","","","   292"," ,0,1203, ","  80.5"," ,0,0904, ","   29.4","0,0901, ","-1.1","0,0917","-5.0","0,1025","-5.0","0,1025","-8.3","0,1125","-9.4","0,1126","-1.1","0,0604","-2.2","0,0511","-5.0","0,0502","-8.3","0,0418","-8.9","0,0417","    5093.3","3","    5093.3","0","    810.4"," ,0","     2874"," ,0","      5.26","0","     10.48","0","      0.05","0"
"USC00205816","1991","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","","","","","","","","","","","","","","","","","","","","","","","","","        27"," ","        14"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4751.0","0","    4751.0","0","","","","","","","","","",""
